|HY_ID|num_fotos
1663|6035250|3
1664|6035251|3
1665|6035252|3
1666|6035253|3
1667|6035254|3
1668|6035255|3
1669|6035256|3
1670|6035257|3
1671|6035258|3
1672|6035259|3
1673|6035261|3
1674|6035262|3
1675|6035263|3
1676|6035264|3
1677|6035265|3
1678|6035269|6
1679|6035274|6
1680|6035282|8
1681|6035289|6
1682|6035293|3
1683|6035295|3
1684|6035296|3
1685|6035297|3
1686|6035298|3
1687|6035299|3
1688|6035300|3
1689|6035302|2
1690|6035303|2
1691|6035304|2
1692|6035305|2
1693|6035310|2
1694|6035313|2
1695|6035314|2
1696|6035315|2
1697|6035316|2
1698|6035319|2
1699|6035321|8
1700|6035322|8
1701|6035329|8
1702|6035330|6
1703|6035332|7
1704|6035336|10
1705|6035338|10
1706|6035339|10
1707|6035340|10
1708|6035341|10
1709|6035353|7
1710|6035357|2
1711|6035358|3
1712|6035359|8
1713|6035365|10
1714|6035422|3
1715|6035429|10
1716|6035435|8
1717|6035436|3
1718|6035438|9
1719|6035449|7
1720|6035452|7
1721|6035453|10
1722|6035455|8
1723|6035456|10
1724|6035478|10
1725|6035479|9
1726|6035482|5
1727|6035483|10
1728|6035486|3
1729|6035487|2
1730|6035490|10
1731|6035491|10
1732|6035492|7
1733|6035496|4
1734|6035497|7
1735|6035498|10
1736|6035499|5
1737|6035500|7
1738|6035502|10
1739|6035503|10
1740|6035505|10
1741|6035507|4
1742|6035508|8
1743|6035510|2
1744|6035511|2
1745|6035512|2
1746|6035513|2
1747|6035520|1
1748|6035521|1
1749|6035523|2
1750|6035525|2
1751|6035526|2
1752|6035527|2
1753|6035528|4
1754|6035529|4
1755|6035539|4
1756|6035540|4
1757|6035541|4
1758|6035542|5
1759|6035543|4
1760|6035548|1
1761|6035549|1
1762|6035550|1
1763|6035551|10
1764|6035593|8
1765|6035594|10
1766|6035595|10
1767|6035597|7
1768|6035604|7
1769|6035605|1
1770|6035610|4
1771|6035617|8
1772|6035631|10
1773|6035633|7
1774|6035638|10
1775|6035642|1
1776|6035646|9
1777|6035658|7
1778|6035662|4
1779|6035665|6
1780|6035666|6
1781|6035675|10
1782|6035677|8
1783|6035679|10
1784|6035682|6
1785|6035683|8
1786|6035684|6
1787|6035685|6
1788|6035709|6
1789|6035710|9
1790|6035711|6
1791|6035720|5
1792|6035721|4
1793|6035729|2
1794|6035739|4
1795|6035748|6
1796|6035750|10
1797|6035751|8
1798|6035754|1
1799|6035758|9
1800|6035761|6
1801|6035762|7
1802|6035763|6
1803|6035764|6
1804|6035767|6
1805|6035768|9
1806|6035769|4
1807|6035772|10
1808|6035773|8
1809|6035775|8
1810|6035785|9
1811|6035802|10
1812|6035803|10
1813|6035804|8
1814|6035805|10
1815|6035806|10
1816|6035807|10
1817|6035808|10
1818|6035809|10
1819|6035810|10
1820|6035811|10
1821|6035821|9
1822|6035825|4
1823|6035828|9
1824|6035829|6
1825|6035831|3
1826|6035833|9
1827|6035834|10
1828|6035835|10
1829|6035836|9
1830|6035837|9
1831|6035839|10
1832|6035840|9
1833|6035841|9
1834|6035842|9
1835|6035843|9
1836|6035844|9
1837|6035846|9
1838|6035863|3
1839|6035867|7
1840|6035869|8
1841|6035870|2
1842|6035875|6
1843|6035877|3
1844|6035881|10
1845|6035882|4
1846|6035886|2
1847|6035887|2
1848|6035893|10
1849|6035895|1
1850|6035898|10
1851|6035904|1
1852|6035905|10
1853|6035909|5
1854|6035912|5
1855|6035914|2
1856|6035918|10
1857|6035920|9
1858|6035922|2
1859|6035924|9
1860|6035930|10
1861|6035933|3
1862|6035937|4
1863|6035938|7
1864|6035940|3
1865|6035941|3
1866|6035942|3
1867|6035943|3
1868|6035944|3
1869|6035955|3
1870|6035958|3
1871|6035959|10
1872|6035972|3
1873|6035975|3
1874|6035976|3
1875|6035977|3
1876|6035987|3
1877|6035988|2
1878|6035995|3
1879|6035996|5
1880|6035998|3
1881|6035999|4
1882|6036002|3
1883|6036005|4
1884|6036008|8
1885|6036009|10
1886|6036010|2
1887|6036011|10
1888|6036015|4
1889|6036017|3
1890|6036019|5
1891|6036021|1
1892|6036022|1
1893|6036023|1
1894|6036024|1
1895|6036025|1
1896|6036031|5
1897|6036034|10
1898|6036035|10
1899|6036041|4
1900|6036043|8
1901|6036046|8
1902|6036047|3
1903|6036048|7
1904|6036054|2
1905|6036055|2
1906|6036056|5
1907|6036059|9
1908|6036061|2
1909|6036062|3
1910|6036063|2
1911|6036064|2
1912|6036065|2
1913|6036066|3
1914|6036067|2
1915|6036068|2
1916|6036070|1
1917|6036071|1
1918|6036072|1
1919|6036073|1
1920|6036076|8
1921|6036077|8
1922|6036078|5
1923|6036079|4
1924|6036083|8
1925|6036084|5
1926|6036085|3
1927|6036090|7
1928|6036093|5
1929|6036094|5
1930|6036098|2
1931|6036100|1
1932|6036102|8
1933|6036103|8
1934|6036104|8
1935|6036105|8
1936|6036106|6
1937|6036108|8
1938|6036109|8
1939|6036110|8
1940|6036111|8
1941|6036112|3
1942|6036115|7
1943|6036117|7
1944|6036118|5
1945|6036123|6
1946|6036124|6
1947|6036125|1
1948|6036126|4
1949|6036131|1
1950|6036132|10
1951|6036144|2
1952|6036148|10
1953|6036149|1
1954|6036152|3
1955|6036154|7
1956|6036157|10
1957|6036160|4
1958|6036161|2
1959|6036163|10
1960|6036165|7
1961|6036167|5
1962|6036171|1
1963|6036175|3
1964|6036179|4
1965|6036184|5
1966|6036190|4
1967|6036191|2
1968|6036193|4
1969|6036194|10
1970|6036197|6
1971|6036208|6
1972|6036211|3
1973|6036213|6
1974|6036215|10
1975|6036219|3
1976|6036224|10
1977|6036228|10
1978|6036235|6
1979|6036237|4
1980|6036242|5
1981|6036245|10
1982|6036249|3
1983|6036251|10
1984|6036255|6
1985|6036257|10
1986|6036267|6
1987|6036272|5
1988|6036276|6
1989|6036279|9
1990|6036280|3
1991|6036283|10
1992|6036287|6
1993|6036295|10
1994|6036302|6
1995|6036303|4
1996|6036310|8
1997|6036315|5
1998|6036324|9
1999|6036325|2
2000|6036327|4
2001|6036330|4
2002|6036331|4
2003|6036332|10
2004|6036333|10
2005|6036334|10
2006|6036335|10
2007|6036336|10
2008|6036337|10
2009|6036338|10
2010|6036339|10
2011|6036340|10
2012|6036341|10
2013|6036343|3
2014|6036344|7
2015|6036345|4
2016|6036346|6
2017|6036347|4
2018|6036357|7
2019|6036358|8
2020|6036359|7
2021|6036360|7
2022|6036361|9
2023|6036362|8
2024|6036364|4
2025|6036366|4
2026|6036372|6
2027|6036373|5
2028|6036374|10
2029|6036375|10
2030|6036376|10
2031|6036377|10
2032|6036378|7
2033|6036379|2
2034|6036390|10
2035|6036393|2
2036|6036397|2
2037|6036399|2
2038|6036400|2
2039|6036401|2
2040|6036402|2
2041|6036403|2
2042|6036404|2
2043|6036405|8
2044|6036409|7
2045|6036410|7
2046|6036411|6
2047|6036412|7
2048|6036413|7
2049|6036414|7
2050|6036415|7
2051|6036419|7
2052|6036422|10
2053|6036423|2
2054|6036424|2
2055|6036425|8
2056|6036458|3
2057|6036460|8
2058|6036461|5
2059|6036468|6
2060|6036472|7
2061|6036474|8
2062|6036475|4
2063|6036478|10
2064|6036481|7
2065|6036483|6
2066|6036485|3
2067|6036486|10
2068|6036487|9
2069|6036490|7
2070|6036492|10
2071|6036494|10
2072|6036497|7
2073|6036499|9
2074|6036505|10
2075|6036507|3
2076|6036512|10
2077|6036519|2
2078|6036553|10
2079|6036578|8
2080|6036580|2
2081|6036582|4
2082|6036584|5
2083|6036585|9
2084|6036586|4
2085|6036587|4
2086|6036588|4
2087|6036590|10
2088|6036593|10
2089|6036594|9
2090|6036597|6
2091|6036598|8
2092|6036599|7
2093|6036604|10
2094|6036605|10
2095|6036606|10
2096|6036607|9
2097|6036608|10
2098|6036609|3
2099|6036610|3
2100|6036611|2
2101|6036612|3
2102|6036613|3
2103|6036614|3
2104|6036617|2
2105|6036618|2
2106|6036619|2
2107|6036620|2
2108|6036621|3
2109|6036622|2
2110|6036623|2
2111|6036624|10
2112|6036625|10
2113|6036626|2
2114|6036627|2
2115|6036628|2
2116|6036629|2
2117|6036630|2
2118|6036631|2
2119|6036632|2
2120|6036649|9
2121|6036650|10
2122|6036654|10
2123|6036655|4
2124|6036662|2
2125|6036663|2
2126|6036664|3
2127|6036665|3
2128|6036666|2
2129|6036667|2
2130|6036668|10
2131|6036669|2
2132|6036670|2
2133|6036671|9
2134|6036672|9
2135|6036674|10
2136|6036675|2
2137|6036677|10
2138|6036679|10
2139|6036680|9
2140|6036684|10
2141|6036685|10
2142|6036690|10
2143|6036695|7
2144|6036697|7
2145|6036699|6
2146|6036700|6
2147|6036702|6
2148|6036703|6
2149|6036704|6
2150|6036705|6
2151|6036707|10
2152|6036709|10
2153|6036710|10
2154|6036711|10
2155|6036713|10
2156|6036715|1
2157|6036716|1
2158|6036717|1
2159|6036718|1
2160|6036720|3
2161|6036725|2
2162|6036727|4
2163|6036728|4
2164|6036729|4
2165|6036733|3
2166|6036734|3
2167|6036735|3
2168|6036736|10
2169|6036737|10
2170|6036826|9
2171|6036830|6
2172|6036842|4
2173|6036843|4
2174|6036844|4
2175|6036845|4
2176|6036847|5
2177|6036848|5
2178|6036849|5
2179|6036853|5
2180|6036854|9
2181|6036860|5
2182|6036862|5
2183|6036863|6
2184|6036867|3
2185|6036868|10
2186|6036869|9
2187|6036873|3
2188|6036874|3
2189|6036875|3
2190|6036876|3
2191|6036877|3
2192|6036878|3
2193|6036879|3
2194|6036880|3
2195|6036881|3
2196|6036882|3
2197|6036883|3
2198|6036884|3
2199|6036890|8
2200|6036906|3
2201|6036907|4
2202|6036909|3
2203|6036910|3
2204|6036911|3
2205|6036912|7
2206|6036913|6
2207|6036914|3
2208|6036915|5
2209|6036916|2
2210|6036921|2
2211|6036922|2
2212|6036925|2
2213|6036928|2
2214|6036929|2
2215|6036930|3
2216|6036936|5
2217|6036939|2
2218|6036940|1
2219|6036941|1
2220|6036942|9
2221|6036943|8
2222|6036944|9
2223|6036945|8
2224|6036949|7
2225|6036950|4
2226|6036952|10
2227|6036953|10
2228|6036962|3
2229|6036964|5
2230|6036967|2
2231|6036969|9
2232|6036971|4
2233|6036972|4
2234|6037013|3
2235|6037030|10
2236|6037033|7
2237|6037035|8
2238|6037037|10
2239|6037050|10
2240|6037051|5
2241|6037053|10
2242|6037055|7
2243|6037070|10
2244|6037072|3
2245|6037073|10
2246|6037074|5
2247|6037075|6
2248|6037076|10
2249|6037080|2
2250|6037082|2
2251|6037089|1
2252|6037096|1
2253|6037098|1
2254|6037099|10
2255|6037105|9
2256|6037107|1
2257|6037116|7
2258|6037117|10
2259|6037123|5
2260|6037124|4
2261|6037125|4
2262|6037126|4
2263|6037135|4
2264|6037137|4
2265|6037138|4
2266|6037139|7
2267|6037144|3
2268|6037146|9
2269|6037197|5
2270|6037198|8
2271|6037219|3
2272|6037226|8
2273|6037227|3
2274|6037228|3
2275|6037232|7
2276|6037239|6
2277|6037243|6
2278|6037244|3
2279|6037248|8
2280|6037290|10
2281|6037291|3
2282|6037292|1
2283|6037316|9
2284|6037318|7
2285|6037322|5
2286|6037323|6
2287|6037325|2
2288|6037329|7
2289|6037330|3
2290|6037334|7
2291|6037338|10
2292|6037348|6
2293|6037386|2
2294|6037387|9
2295|6037391|3
2296|6037393|4
2297|6037396|10
2298|6037409|10
2299|6037416|7
2300|6037428|5
2301|6037431|10
2302|6037432|10
2303|6037434|3
2304|6037439|7
2305|6037440|10
2306|6037441|6
2307|6037442|10
2308|6037443|8
2309|6037444|10
2310|6037445|6
2311|6037447|6
2312|6037448|6
2313|6037451|9
2314|6037452|7
2315|6037453|10
2316|6037456|10
2317|6037457|10
2318|6037466|10
2319|6037475|5
2320|6037486|10
2321|6037487|10
2322|6037488|10
2323|6037489|10
2324|6037490|10
2325|6037491|10
2326|6037503|6
2327|6037506|6
2328|6037509|3
2329|6037510|4
2330|6037511|5
2331|6037513|7
2332|6037515|9
2333|6037516|9
2334|6037519|9
2335|6037534|10
2336|6037536|1
2337|6037540|10
2338|6037542|9
2339|6037544|5
2340|6037549|8
2341|6037553|2
2342|6037554|2
2343|6037555|2
2344|6037557|6
2345|6037558|9
2346|6037560|6
2347|6037562|3
2348|6037563|2
2349|6037565|6
2350|6037566|9
2351|6037568|8
2352|6037576|4
2353|6037577|6
2354|6037581|8
2355|6037582|10
2356|6037590|10
2357|6037591|1
2358|6037597|6
2359|6037598|4
2360|6037601|8
2361|6037604|7
2362|6037605|9
2363|6037609|10
2364|6037611|4
2365|6037613|2
2366|6037614|2
2367|6037619|6
2368|6037621|3
2369|6037622|2
2370|6037623|2
2371|6037627|6
2372|6037636|7
2373|6037637|7
2374|6037638|4
2375|6037639|6
2376|6037640|3
2377|6037643|6
2378|6037647|5
2379|6037651|6
2380|6037652|3
2381|6037653|2
2382|6037654|1
2383|6037655|9
2384|6037658|6
2385|6037659|1
2386|6037662|2
2387|6037667|5
2388|6037674|1
2389|6037675|3
2390|6037676|3
2391|6037677|3
2392|6037687|9
2393|6037689|1
2394|6037690|1
2395|6037691|3
2396|6037692|10
2397|6037694|7
2398|6037700|10
2399|6037708|1
2400|6037709|1
2401|6037711|1
2402|6037720|8
2403|6037724|6
2404|6037727|2
2405|6037728|10
2406|6037734|7
2407|6037741|7
2408|6037743|8
2409|6037745|8
2410|6037747|4
2411|6037749|3
2412|6037750|3
2413|6037751|6
2414|6037754|6
2415|6037755|4
2416|6037758|2
2417|6037759|2
2418|6037760|2
2419|6037761|1
2420|6037762|1
2421|6037763|1
2422|6037764|1
2423|6037765|7
2424|6037766|5
2425|6037767|1
2426|6037768|1
2427|6037769|2
2428|6037770|4
2429|6037776|2
2430|6037778|10
2431|6037779|9
2432|6037783|2
2433|6037784|10
2434|6037796|10
2435|6037802|8
2436|6037803|8
2437|6037804|8
2438|6037805|3
2439|6037807|8
2440|6037808|8
2441|6037809|9
2442|6037810|9
2443|6037811|8
2444|6037814|7
2445|6037815|7
2446|6037818|7
2447|6037821|4
2448|6037822|3
2449|6037825|7
2450|6037826|2
2451|6037827|1
2452|6037829|3
2453|6037833|5
2454|6037834|8
2455|6037840|10
2456|6037843|5
2457|6037845|5
2458|6037858|10
2459|6037860|6
2460|6037862|6
2461|6037865|6
2462|6037866|1
2463|6037868|8
2464|6037869|8
2465|6037871|1
2466|6037873|8
2467|6037874|6
2468|6037882|4
2469|6037885|5
2470|6037893|5
2471|6037896|9
2472|6037900|7
2473|6037902|5
2474|6037903|5
2475|6037907|10
2476|6037910|6
2477|6037915|9
2478|6037918|9
2479|6037921|8
2480|6037923|4
2481|6037935|5
2482|6037937|5
2483|6037938|2
2484|6037939|4
2485|6037947|5
2486|6037952|7
2487|6037954|7
2488|6037963|10
2489|6037964|5
2490|6037965|4
2491|6037969|5
2492|6037970|3
2493|6037971|8
2494|6037975|3
2495|6037980|7
2496|6037988|8
2497|6037989|6
2498|6037992|10
2499|6037993|3
2500|6037995|4
2501|6037997|7
2502|6037999|6
2503|6038008|9
2504|6038013|10
2505|6038014|10
2506|6038017|9
2507|6038022|6
2508|6038023|6
2509|6038024|10
2510|6038025|8
2511|6038026|4
2512|6038031|5
2513|6038032|1
2514|6038033|10
2515|6038035|5
2516|6038036|10
2517|6038037|7
2518|6038038|9
2519|6038045|4
2520|6038047|6
2521|6038049|4
2522|6038051|4
2523|6038052|4
2524|6038054|4
2525|6038055|4
2526|6038056|2
2527|6038062|9
2528|6038063|6
2529|6038064|1
2530|6038065|1
2531|6038070|9
2532|6038071|2
2533|6038077|2
2534|6038123|3
2535|6038124|3
2536|6038125|2
2537|6038127|4
2538|6038156|6
2539|6038160|7
2540|6038161|7
2541|6038165|3
2542|6038167|7
2543|6038186|5
2544|6038192|6
2545|6038193|8
2546|6038198|5
2547|6038199|9
2548|6038210|6
2549|6038236|4
2550|6038237|7
2551|6038251|5
2552|6038274|9
2553|6038275|9
2554|6038281|4
2555|6038282|7
2556|6038299|7
2557|6038300|6
2558|6038311|5
2559|6038321|9
2560|6038322|9
2561|6038327|2
2562|6038328|3
2563|6038338|4
2564|6038339|3
2565|6038341|3
2566|6038342|3
2567|6038343|3
2568|6038345|10
2569|6038346|5
2570|6038347|5
2571|6038349|8
2572|6038350|10
2573|6038352|10
2574|6038355|4
2575|6038360|1
2576|6038376|1
2577|6038386|1
2578|6038436|8
2579|6038437|9
2580|6038442|3
2581|6038463|4
2582|6038464|6
2583|6038470|10
2584|6038473|10
2585|6038474|10
2586|6038476|10
2587|6038477|10
2588|6038482|10
2589|6038490|2
2590|6038491|2
2591|6038492|2
2592|6038493|2
2593|6038495|1
2594|6038496|10
2595|6038498|10
2596|6038499|10
2597|6038500|10
2598|6038501|10
2599|6038502|10
2600|6038503|10
2601|6038504|10
2602|6038507|10
2603|6038509|10
2604|6038510|10
2605|6038511|10
2606|6038512|10
2607|6038513|10
2608|6038514|10
2609|6038515|10
2610|6038516|10
2611|6038517|10
2612|6038518|10
2613|6038519|10
2614|6038526|1
2615|6038530|7
2616|6038531|10
2617|6038532|8
2618|6038533|10
2619|6038534|9
2620|6038535|9
2621|6038536|10
2622|6038537|10
2623|6038538|1
2624|6038539|1
2625|6038561|2
2626|6038562|3
2627|6038563|3
2628|6038564|2
2629|6038565|2
2630|6038566|2
2631|6038567|4
2632|6038569|2
2633|6038573|2
2634|6038574|2
2635|6038575|2
2636|6038577|2
2637|6038578|1
2638|6038579|1
2639|6038580|1
2640|6038627|10
2641|6038628|5
2642|6038666|10
2643|6038668|4
2644|6038673|9
2645|6038674|5
2646|6038700|5
2647|6038704|5
2648|6038705|5
2649|6038706|5
2650|6038707|5
2651|6038730|7
2652|6038731|10
2653|6038732|3
2654|6038779|1
2655|6038817|3
2656|6038819|6
2657|6038823|4
2658|6038829|10
2659|6038830|7
2660|6038836|1
2661|6038840|6
2662|6038842|4
2663|6038850|8
2664|6038873|5
2665|6038877|3
2666|6038890|7
2667|6038891|7
2668|6038892|7
2669|6038893|7
2670|6038894|7
2671|6038895|7
2672|6038896|5
2673|6038897|3
2674|6038898|5
2675|6038900|3
2676|6038901|7
2677|6038902|4
2678|6038903|8
2679|6038904|2
2680|6038907|3
2681|6038908|6
2682|6038911|5
2683|6038912|2
2684|6038913|10
2685|6038915|7
2686|6038916|5
2687|6038920|4
2688|6038923|3
2689|6038924|3
2690|6038925|3
2691|6038926|5
2692|6038927|5
2693|6038929|6
2694|6038932|3
2695|6038934|2
2696|6038941|1
2697|6038942|7
2698|6038947|1
2699|6038948|7
2700|6038949|7
2701|6038963|2
2702|6038964|10
2703|6038965|10
2704|6038966|10
2705|6038967|10
2706|6038968|4
2707|6038970|10
2708|6038971|6
2709|6038976|5
2710|6038978|3
2711|6038982|7
2712|6038983|6
2713|6038984|2
2714|6038987|6
2715|6038990|5
2716|6038993|4
2717|6038994|3
2718|6038995|1
2719|6038996|1
2720|6038997|1
2721|6038998|1
2722|6038999|3
2723|6039001|10
2724|6039002|3
2725|6039004|10
2726|6039005|4
2727|6039006|5
2728|6039007|6
2729|6039008|4
2730|6039009|5
2731|6039010|4
2732|6039011|5
2733|6039013|5
2734|6039014|1
2735|6039015|4
2736|6039016|4
2737|6039018|5
2738|6039020|4
2739|6039021|6
2740|6039024|4
2741|6039026|1
2742|6039027|1
2743|6039029|1
2744|6039033|3
2745|6039034|3
2746|6039036|3
2747|6039037|7
2748|6039039|5
2749|6039042|7
2750|6039046|4
2751|6039052|8
2752|6039062|7
2753|6039122|3
2754|6039123|3
2755|6039124|7
2756|6039125|7
2757|6039126|7
2758|6039127|7
2759|6039130|7
2760|6039131|7
2761|6039132|7
2762|6039133|7
2763|6039134|8
2764|6039135|7
2765|6039136|7
2766|6039149|5
2767|6039151|5
2768|6039153|5
2769|6039155|5
2770|6039165|4
2771|6039167|4
2772|6039170|4
2773|6039176|4
2774|6039189|4
2775|6039191|5
2776|6039192|4
2777|6039199|8
2778|6039201|6
2779|6039202|7
2780|6039204|6
2781|6039207|6
2782|6039208|8
2783|6039234|10
2784|6039242|3
2785|6039314|3
2786|6039315|3
2787|6039316|3
2788|6039317|6
2789|6039318|6
2790|6039323|2
2791|6039328|9
2792|6039329|9
2793|6039330|9
2794|6039331|9
2795|6039332|10
2796|6039333|9
2797|6039334|10
2798|6039342|10
2799|6039343|10
2800|6039344|4
2801|6039345|3
2802|6039346|3
2803|6039349|4
2804|6039353|3
2805|6039371|10
2806|6039386|10
2807|6039387|10
2808|6039388|10
2809|6039389|10
2810|6039390|10
2811|6039392|10
2812|6039394|10
2813|6039395|10
2814|6039396|10
2815|6039408|10
2816|6039417|10
2817|6039449|3
2818|6039450|3
2819|6039451|3
2820|6039452|3
2821|6039453|3
2822|6039454|3
2823|6039456|3
2824|6039458|3
2825|6039470|8
2826|6039474|3
2827|6039475|7
2828|6039476|10
2829|6039490|5
2830|6039508|8
2831|6039509|8
2832|6039529|6
2833|6039543|6
2834|6039544|5
2835|6039547|5
2836|6039569|6
2837|6039570|6
2838|6039571|6
2839|6039572|1
2840|6039573|6
2841|6039574|10
2842|6039601|5
2843|6039606|7
2844|6039607|10
2845|6039609|7
2846|6039611|5
2847|6039612|10
2848|6039613|3
2849|6039614|7
2850|6039616|5
2851|6039619|10
2852|6039620|6
2853|6039621|5
2854|6039622|8
2855|6039623|7
2856|6039624|5
2857|6039626|9
2858|6039627|10
2859|6039629|10
2860|6039631|8
2861|6039633|10
2862|6039634|3
2863|6039636|7
2864|6039637|7
2865|6039638|6
2866|6039639|6
2867|6039640|5
2868|6039641|7
2869|6039654|6
2870|6039655|7
2871|6039657|9
2872|6039658|10
2873|6039659|10
2874|6039661|6
2875|6039662|3
2876|6039664|5
2877|6039665|10
2878|6039666|8
2879|6039667|8
2880|6039668|3
2881|6039669|5
2882|6039670|7
2883|6039673|10
2884|6039680|6
2885|6039696|7
2886|6039703|7
2887|6039705|5
2888|6039708|10
2889|6039737|3
2890|6039760|5
2891|6039761|6
2892|6039762|6
2893|6039772|7
2894|6039776|9
2895|6039778|8
2896|6039779|9
2897|6039780|8
2898|6039781|9
2899|6039782|8
2900|6039783|7
2901|6039792|3
2902|6039793|3
2903|6039795|4
2904|6039797|2
2905|6039800|10
2906|6039803|2
2907|6039804|2
2908|6039805|2
2909|6039806|2
2910|6039807|2
2911|6039808|2
2912|6039809|2
2913|6039810|2
2914|6039817|1
2915|6039818|1
2916|6039819|1
2917|6039820|1
2918|6039821|1
2919|6039822|1
2920|6039823|1
2921|6039824|1
2922|6039825|1
2923|6039826|1
2924|6039827|1
2925|6039828|1
2926|6039829|1
2927|6039830|1
2928|6039831|1
2929|6039832|1
2930|6039833|1
2931|6039834|1
2932|6039835|2
2933|6039836|1
2934|6039837|1
2935|6039845|4
2936|6039848|4
2937|6039849|4
2938|6039852|5
2939|6039854|7
2940|6039861|9
2941|6039862|8
2942|6039864|4
2943|6039865|4
2944|6039866|4
2945|6039867|10
2946|6039886|7
2947|6039895|8
2948|6039898|4
2949|6039903|4
2950|6039906|4
2951|6039908|3
2952|6039933|4
2953|6039934|4
2954|6039935|4
2955|6039936|10
2956|6039944|7
2957|6039945|3
2958|6039946|3
2959|6039949|4
2960|6039950|9
2961|6039953|6
2962|6039963|9
2963|6039964|3
2964|6039965|2
2965|6039967|8
2966|6039968|8
2967|6039969|8
2968|6039970|8
2969|6039971|9
2970|6039972|8
2971|6039974|2
2972|6039975|1
2973|6039977|1
2974|6040119|1
2975|6040121|1
2976|6040122|1
2977|6040130|1
2978|6040138|7
2979|6040186|3
2980|6040205|1
2981|6040206|1
2982|6040210|1
2983|6040211|1
2984|6040212|1
2985|6040221|1
2986|6040235|5
2987|6040374|6
2988|6040375|10
2989|6040390|10
2990|6040391|9
2991|6040392|10
2992|6040397|5
2993|6040403|4
2994|6040422|10
2995|6040428|2
2996|6040432|8
2997|6040434|4
2998|6040437|7
2999|6040439|3
3000|6040440|9
3001|6040455|1
3002|6040456|3
3003|6040457|7
3004|6040458|9
3005|6040461|8
3006|6040464|8
3007|6040466|7
3008|6040469|6
3009|6040492|6
3010|6040493|2
3011|6040494|10
3012|6040495|6
3013|6040497|4
3014|6040498|8
3015|6040499|4
3016|6040503|4
3017|6040513|4
3018|6040514|4
3019|6040517|7
3020|6040519|1
3021|6040522|7
3022|6040530|10
3023|6040541|5
3024|6040546|7
3025|6040547|7
3026|6040548|7
3027|6040549|7
3028|6040551|2
3029|6040553|3
3030|6040555|6
3031|6040556|4
3032|6040558|8
3033|6040559|3
3034|6040560|3
3035|6040563|10
3036|6040566|4
3037|6040567|5
3038|6040569|4
3039|6040572|3
3040|6040584|7
3041|6040586|7
3042|6040591|7
3043|6040592|7
3044|6040597|4
3045|6040598|4
3046|6040599|4
3047|6040604|1
3048|6040607|8
3049|6040612|10
3050|6040613|2
3051|6040614|10
3052|6040615|6
3053|6040618|1
3054|6040619|3
3055|6040623|5
3056|6040626|4
3057|6040627|10
3058|6040634|1
3059|6040636|4
3060|6040642|1
3061|6040643|2
3062|6040644|1
3063|6040645|1
3064|6040646|1
3065|6040647|1
3066|6040648|6
3067|6040649|6
3068|6040650|7
3069|6040653|8
3070|6040654|10
3071|6040655|3
3072|6040658|3
3073|6040659|5
3074|6040660|3
3075|6040662|9
3076|6040664|5
3077|6040666|4
3078|6040670|4
3079|6040672|3
3080|6040676|4
3081|6040677|1
3082|6040678|1
3083|6040679|1
3084|6040680|1
3085|6040681|7
3086|6040682|3
3087|6040686|5
3088|6040687|5
3089|6040699|2
3090|6040767|3
3091|6040768|7
3092|6040769|7
3093|6040770|7
3094|6040771|7
3095|6040772|7
3096|6040773|10
3097|6040774|7
3098|6040775|7
3099|6040776|6
3100|6040777|7
3101|6040778|7
3102|6040779|7
3103|6040788|5
3104|6040791|5
3105|6040805|4
3106|6040809|4
3107|6040822|7
3108|6040823|6
3109|6040825|8
3110|6040826|6
3111|6040848|10
3112|6040851|4
3113|6040852|4
3114|6040854|3
3115|6040928|6
3116|6040929|4
3117|6040931|2
3118|6040935|5
3119|6040938|9
3120|6040939|10
3121|6040940|10
3122|6040941|9
3123|6040942|5
3124|6040943|4
3125|6040956|7
3126|6040957|5
3127|6040959|9
3128|6040962|4
3129|6040968|5
3130|6040983|10
3131|6040985|10
3132|6041003|10
3133|6041004|10
3134|6041005|10
3135|6041006|10
3136|6041007|10
3137|6041008|10
3138|6041009|10
3139|6041011|10
3140|6041014|10
3141|6041036|10
3142|6041037|10
3143|6041074|3
3144|6041075|3
3145|6041076|3
3146|6041077|3
3147|6041079|3
3148|6041081|3
3149|6041082|3
3150|6041098|4
3151|6041099|3
3152|6041100|3
3153|6041102|9
3154|6041129|4
3155|6041131|3
3156|6041132|10
3157|6041141|6
3158|6041161|5
3159|6041163|5
3160|6041195|5
3161|6041197|10
3162|6041198|10
3163|6041199|10
3164|6041227|8
3165|6041231|4
3166|6041232|10
3167|6041233|8
3168|6041234|5
3169|6041235|8
3170|6041237|7
3171|6041238|4
3172|6041239|6
3173|6041241|9
3174|6041249|8
3175|6041252|7
3176|6041253|5
3177|6041254|4
3178|6041255|10
3179|6041256|4
3180|6041258|6
3181|6041259|6
3182|6041261|4
3183|6041262|8
3184|6041263|7
3185|6041264|8
3186|6041265|7
3187|6041266|9
3188|6041278|10
3189|6041287|10
3190|6041288|7
3191|6041289|8
3192|6041295|5
3193|6041296|4
3194|6041297|4
3195|6041298|4
3196|6041299|6
3197|6041300|3
3198|6041323|5
3199|6041327|6
3200|6041356|7
3201|6041357|5
3202|6041359|9
3203|6041360|3
3204|6041361|6
3205|6041362|7
3206|6041363|9
3207|6041364|8
3208|6041365|9
3209|6041366|9
3210|6041367|8
3211|6041369|8
3212|6041370|8
3213|6041373|8
3214|6041376|3
3215|6041378|3
3216|6041380|9
